term_str|n|p|i|dfidf|porter_stem|max_pos|max_pos_group|stop|ngram_length
partying|2|0.0006583278472679394|10.568906154502084|21.13781230900417|parti|VBG|VERB|0|1
partynextdoor|39|0.003620803159973667|8.109474535864786|89.20421989451265|partynextdoor|JJ|ADJ|0|1
partys|1|0.0003291639236339697|11.568906154502084|11.568906154502084|parti|NN|NOUN|0|1
parx|9|0.0009874917709019092|9.983943653780928|29.951830961342786|parx|NN|NOUN|0|1
pas|20|0.002304147465437788|8.761551232444479|61.330858627111354|pa|NN|NOUN|0|1
pasa|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pasa|NN|NOUN|0|1
pasadena|4|0.0006583278472679394|10.568906154502084|21.13781230900417|pasadena|NN|NOUN|0|1
pasado|3|0.0006583278472679394|10.568906154502084|21.13781230900417|pasado|NN|NOUN|0|1
pasar|6|0.0003291639236339697|11.568906154502084|11.568906154502084|pasar|NN|NOUN|0|1
pase|2|0.0003291639236339697|11.568906154502084|11.568906154502084|pase|NN|NOUN|0|1
pasha|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pasha|NN|NOUN|0|1
paso|1|0.0003291639236339697|11.568906154502084|11.568906154502084|paso|NN|NOUN|0|1
pass|112|0.028966425279789335|5.109474535864786|449.6337591561012|pass|NN|VERB|0|1
passa|3|0.0006583278472679394|10.568906154502084|21.13781230900417|passa|NN|NOUN|0|1
passati|1|0.0003291639236339697|11.568906154502084|11.568906154502084|passati|NN|NOUN|0|1
passed|41|0.010862409479921|6.52451203514363|215.3088971597398|pass|VBD|VERB|0|1
passenger|9|0.0029624753127057276|8.39898115305977|75.59083037753793|passeng|NN|NOUN|0|1
passengers|6|0.0019749835418038184|8.983943653780928|53.90366192268557|passeng|NNS|NOUN|0|1
passes|5|0.0016458196181698486|9.24697805961472|46.2348902980736|pass|VBZ|VERB|0|1
passin|9|0.0019749835418038184|8.983943653780928|53.90366192268557|passin|VB|VERB|0|1
passing|13|0.003949967083607637|7.983943653780927|95.80732384537113|pass|VBG|VERB|0|1
passion|32|0.008558262014483212|6.8684664363609915|178.5801273453858|passion|NN|NOUN|0|1
passionate|23|0.005266622778143515|7.568906154502083|121.10249847203333|passion|NN|NOUN|0|1
passionately|1|0.0003291639236339697|11.568906154502084|11.568906154502084|passion|RB|ADV|0|1
passive|7|0.0013166556945358788|9.568906154502084|38.27562461800834|passiv|VBP|VERB|0|1
passiveaggression|1|0.0003291639236339697|11.568906154502084|11.568906154502084|passiveaggress|NN|NOUN|0|1
passoff|1|0.0003291639236339697|11.568906154502084|11.568906154502084|passoff|NN|NOUN|0|1
passport|9|0.0029624753127057276|8.39898115305977|75.59083037753793|passport|NN|NOUN|0|1
passports|2|0.0006583278472679394|10.568906154502084|21.13781230900417|passport|NNS|NOUN|0|1
password|6|0.0019749835418038184|8.983943653780928|53.90366192268557|password|NN|NOUN|0|1
passwords|1|0.0003291639236339697|11.568906154502084|11.568906154502084|password|NNS|NOUN|0|1
passé|2|0.0006583278472679394|10.568906154502084|21.13781230900417|passé|JJ|ADJ|0|1
passées|1|0.0003291639236339697|11.568906154502084|11.568906154502084|passé|JJ|ADJ|0|1
past|239|0.05661619486504279|4.142641399799985|712.5343207655975|past|JJ|ADJ|0|1
pasta|6|0.0019749835418038184|8.983943653780928|53.90366192268557|pasta|NN|NOUN|0|1
pastel|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pastel|NN|NOUN|0|1
pasties|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pasti|NNS|NOUN|0|1
pastime|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pastim|JJ|ADJ|0|1
pastor|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pastor|NN|NOUN|0|1
pastry|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pastri|NN|NOUN|0|1
pasttense|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pasttens|NN|NOUN|0|1
pasture|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pastur|NN|NOUN|0|1
pasó|3|0.0003291639236339697|11.568906154502084|11.568906154502084|pasó|NN|NOUN|0|1
pat|60|0.005266622778143515|7.568906154502083|121.10249847203333|pat|NN|NOUN|0|1
patch|8|0.0026333113890717576|8.568906154502084|68.55124923601667|patch|VB|VERB|0|1
patched|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patch|VBN|VERB|0|1
patches|2|0.0006583278472679394|10.568906154502084|21.13781230900417|patch|NNS|NOUN|0|1
patek|5|0.0016458196181698486|9.24697805961472|46.2348902980736|patek|NN|NOUN|0|1
patent|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patent|NN|NOUN|0|1
paternity|2|0.0006583278472679394|10.568906154502084|21.13781230900417|patern|NN|NOUN|0|1
path|26|0.004937458854509546|7.662015558893565|114.93023338340348|path|NN|NOUN|0|1
pathetic|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pathet|JJ|ADJ|0|1
paths|3|0.0009874917709019092|9.983943653780928|29.951830961342786|path|NNS|NOUN|0|1
pathway|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pathway|NN|NOUN|0|1
patience|84|0.018433179723502304|5.7615512324444795|322.64686901689083|patienc|NN|NOUN|0|1
patient|66|0.015141540487162607|6.04534419844507|278.0858331284732|patient|JJ|ADJ|0|1
patiently|17|0.0029624753127057276|8.39898115305977|75.59083037753793|patient|RB|ADV|0|1
patpatpat|8|0.0013166556945358788|9.568906154502084|38.27562461800834|patpatpat|VBP|VERB|0|1
patra|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patra|NN|NOUN|0|1
patrick|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patrick|JJ|ADJ|0|1
patriotic|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patriot|JJ|ADJ|0|1
patron|13|0.003620803159973667|8.109474535864786|89.20421989451265|patron|NN|NOUN|0|1
patronize|1|0.0003291639236339697|11.568906154502084|11.568906154502084|patron|VB|VERB|0|1
patrzę|4|0.0003291639236339697|11.568906154502084|11.568906154502084|patrzę|VBP|VERB|0|1
patrón|7|0.0019749835418038184|8.983943653780928|53.90366192268557|patrón|NN|NOUN|0|1
pattern|23|0.007570770243581304|7.04534419844507|162.0429165642366|pattern|NN|NOUN|0|1
patterned|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pattern|JJ|ADJ|0|1
patterns|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pattern|NNS|NOUN|0|1
patti|3|0.0003291639236339697|11.568906154502084|11.568906154502084|patti|JJ|ADJ|0|1
patty|8|0.0016458196181698486|9.24697805961472|46.2348902980736|patti|JJ|ADJ|0|1
pattycake|2|0.0003291639236339697|11.568906154502084|11.568906154502084|pattycak|VBP|VERB|0|1
paul|77|0.009216589861751152|6.7615512324444795|189.32343450844542|paul|NN|NOUN|0|1
pause|17|0.004279131007241606|7.8684664363609915|102.2900636726929|paus|NN|NOUN|0|1
pauses|1|0.0003291639236339697|11.568906154502084|11.568906154502084|paus|NNS|NOUN|0|1
paved|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pave|VBD|VERB|0|1
pavement|11|0.003620803159973667|8.109474535864786|89.20421989451265|pavement|NN|NOUN|0|1
pavilion|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pavilion|NN|NOUN|0|1
paviliontype|1|0.0003291639236339697|11.568906154502084|11.568906154502084|paviliontyp|JJ|ADJ|0|1
paving|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pave|VBG|VERB|0|1
pawg|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pawg|NN|NOUN|0|1
paws|1|0.0003291639236339697|11.568906154502084|11.568906154502084|paw|NN|NOUN|0|1
pay|190|0.044437129690585914|4.492090557451252|606.4322252559191|pay|VB|VERB|0|1
payai|1|0.0003291639236339697|11.568906154502084|11.568906154502084|payai|NN|NOUN|0|1
payayyin|2|0.0003291639236339697|11.568906154502084|11.568906154502084|payayyin|VB|VERB|0|1
payback|5|0.0009874917709019092|9.983943653780928|29.951830961342786|payback|NN|NOUN|0|1
paycheck|3|0.0006583278472679394|10.568906154502084|21.13781230900417|paycheck|NN|NOUN|0|1
paychecks|1|0.0003291639236339697|11.568906154502084|11.568906154502084|paycheck|NNS|NOUN|0|1
payday|1|0.0003291639236339697|11.568906154502084|11.568906154502084|payday|NN|NOUN|0|1
payed|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pay|VBP|VERB|0|1
payin|8|0.0026333113890717576|8.568906154502084|68.55124923601667|payin|JJ|VERB|0|1
paying|11|0.003620803159973667|8.109474535864786|89.20421989451265|pay|VBG|VERB|0|1
payment|2|0.0006583278472679394|10.568906154502084|21.13781230900417|payment|NN|NOUN|0|1
payments|1|0.0003291639236339697|11.568906154502084|11.568906154502084|payment|NNS|NOUN|0|1
paypal|2|0.0006583278472679394|10.568906154502084|21.13781230900417|paypal|JJ|ADJ|0|1
payphone|13|0.0009874917709019092|9.983943653780928|29.951830961342786|payphon|NN|NOUN|0|1
payroll|2|0.0006583278472679394|10.568906154502084|21.13781230900417|payrol|NN|NOUN|0|1
pays|5|0.0016458196181698486|9.24697805961472|46.2348902980736|pay|VBZ|VERB|0|1
payton|1|0.0003291639236339697|11.568906154502084|11.568906154502084|payton|NN|NOUN|0|1
pazzo|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pazzo|NN|NOUN|0|1
pc|3|0.0006583278472679394|10.568906154502084|21.13781230900417|pc|NN|NOUN|0|1
pea|4|0.0006583278472679394|10.568906154502084|21.13781230900417|pea|NN|NOUN|0|1
peace|113|0.026662277814351546|5.229056151617459|423.5535482810142|peac|NN|NOUN|0|1
peaceful|15|0.003949967083607637|7.983943653780927|95.80732384537113|peac|JJ|ADJ|0|1
peach|4|0.0009874917709019092|9.983943653780928|29.951830961342786|peach|NN|NOUN|0|1
peaches|5|0.0016458196181698486|9.24697805961472|46.2348902980736|peach|NNS|NOUN|0|1
peachtree|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peachtre|JJ|ADJ|0|1
peaguts|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peagut|VBZ|VERB|0|1
peak|21|0.004608294930875576|7.7615512324444795|108.66171725422271|peak|NN|NOUN|0|1
peaked|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peak|VBD|VERB|0|1
peakin|4|0.0009874917709019092|9.983943653780928|29.951830961342786|peakin|VBP|VERB|0|1
peaking|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peak|VBG|VERB|0|1
peaks|7|0.0009874917709019092|9.983943653780928|29.951830961342786|peak|NNS|NOUN|0|1
peanut|5|0.0016458196181698486|9.24697805961472|46.2348902980736|peanut|NN|NOUN|0|1
pear|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pear|NN|NOUN|0|1
pearce|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pearc|NN|NOUN|0|1
pearl|3|0.0009874917709019092|9.983943653780928|29.951830961342786|pearl|JJ|ADJ|0|1
pearls|5|0.0016458196181698486|9.24697805961472|46.2348902980736|pearl|NNS|NOUN|0|1
pearly|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pearli|JJ|ADJ|0|1
peas|2|0.0003291639236339697|11.568906154502084|11.568906154502084|pea|VB|VERB|0|1
peasant|3|0.0009874917709019092|9.983943653780928|29.951830961342786|peasant|NN|NOUN|0|1
peasants|2|0.0006583278472679394|10.568906154502084|21.13781230900417|peasant|VBP|VERB|0|1
peasy|6|0.0006583278472679394|10.568906154502084|21.13781230900417|peasi|JJ|ADJ|0|1
peau|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peau|NN|NOUN|0|1
pebble|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pebbl|JJ|ADJ|0|1
pebbles|12|0.0032916392363396972|8.24697805961472|82.4697805961472|pebbl|NNS|NOUN|0|1
pecan|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pecan|NN|NOUN|0|1
pecar|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pecar|NN|NOUN|0|1
pecho|4|0.0003291639236339697|11.568906154502084|11.568906154502084|pecho|NN|NOUN|0|1
pecking|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peck|VBG|VERB|0|1
pecs|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pec|NN|NOUN|0|1
peculiar|4|0.0006583278472679394|10.568906154502084|21.13781230900417|peculiar|JJ|ADJ|0|1
pedal|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pedal|NN|NOUN|0|1
pedals|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedal|NNS|NOUN|0|1
pedalsalll|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedalsall|NN|NOUN|0|1
pedestal|15|0.0029624753127057276|8.39898115305977|75.59083037753793|pedest|JJ|ADJ|0|1
pedestrian|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedestrian|JJ|ADJ|0|1
pedestrians|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pedestrian|NNS|NOUN|0|1
pediatrician|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pediatrician|JJ|ADJ|0|1
pedigree|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedigre|NN|NOUN|0|1
pedophile|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedophil|JJ|ADJ|0|1
pedro|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pedro|NN|NOUN|0|1
pee|2|0.0003291639236339697|11.568906154502084|11.568906154502084|pee|VBP|VERB|0|1
peed|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peed|VBN|VERB|0|1
peeing|3|0.0003291639236339697|11.568906154502084|11.568906154502084|pee|VBG|VERB|0|1
peek|7|0.0006583278472679394|10.568906154502084|21.13781230900417|peek|JJ|ADJ|0|1
peekin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peekin|NN|NOUN|0|1
peeking|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peek|VBG|VERB|0|1
peel|6|0.0019749835418038184|8.983943653780928|53.90366192268557|peel|VB|VERB|0|1
peep|18|0.004608294930875576|7.7615512324444795|108.66171725422271|peep|VBP|VERB|0|1
peeped|5|0.0016458196181698486|9.24697805961472|46.2348902980736|peep|VBD|VERB|0|1
peepee|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peepe|NN|NOUN|0|1
peephole|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peephol|NN|NOUN|0|1
peepin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peepin|VBP|VERB|0|1
peeps|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peep|NNS|NOUN|0|1
peer|3|0.0009874917709019092|9.983943653780928|29.951830961342786|peer|NN|NOUN|0|1
peers|10|0.0029624753127057276|8.39898115305977|75.59083037753793|peer|NNS|NOUN|0|1
pees|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pee|NNS|NOUN|0|1
peeve|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peev|NN|NOUN|0|1
pegity|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pegiti|NN|NOUN|0|1
peine|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pein|NN|NOUN|0|1
pejic|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pejic|NN|NOUN|0|1
pekes|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peke|NN|NOUN|0|1
peleamos|3|0.0003291639236339697|11.568906154502084|11.568906154502084|peleamo|JJ|ADJ|0|1
pelearemos|3|0.0003291639236339697|11.568906154502084|11.568906154502084|pelearemo|NN|NOUN|0|1
pelican|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pelican|JJ|ADJ|0|1
pellegrino|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pellegrino|NN|NOUN|0|1
pellet|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pellet|VBP|VERB|0|1
pellets|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pellet|NNS|NOUN|0|1
pen|45|0.01152073732718894|6.439623137557117|225.3868098144991|pen|NN|NOUN|0|1
penali|1|0.0003291639236339697|11.568906154502084|11.568906154502084|penali|NN|NOUN|0|1
penalized|1|0.0003291639236339697|11.568906154502084|11.568906154502084|penal|VBN|VERB|0|1
penalty|1|0.0003291639236339697|11.568906154502084|11.568906154502084|penalti|NN|NOUN|0|1
pencil|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pencil|NN|NOUN|0|1
pendant|3|0.0009874917709019092|9.983943653780928|29.951830961342786|pendant|NN|NOUN|0|1
pendent|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pendent|JJ|ADJ|0|1
pendergrass|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pendergrass|NN|NOUN|0|1
pendin|2|0.0003291639236339697|11.568906154502084|11.568906154502084|pendin|POS|OTHER|0|1
pending|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pend|VBG|VERB|0|1
penetrate|5|0.0006583278472679394|10.568906154502084|21.13781230900417|penetr|VBP|VERB|0|1
penetrates|1|0.0003291639236339697|11.568906154502084|11.568906154502084|penetr|VBZ|VERB|0|1
penis|2|0.0006583278472679394|10.568906154502084|21.13781230900417|peni|NN|NOUN|0|1
pennies|11|0.0026333113890717576|8.568906154502084|68.55124923601667|penni|NNS|NOUN|0|1
pennin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pennin|VBP|VERB|0|1
pennsylvania|16|0.0026333113890717576|8.568906154502084|68.55124923601667|pennsylvania|NN|NOUN|0|1
penny|9|0.0029624753127057276|8.39898115305977|75.59083037753793|penni|NN|NOUN|0|1
pens|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pen|NNS|NOUN|0|1
pensando|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pensando|VBP|VERB|0|1
pensar|3|0.0009874917709019092|9.983943653780928|29.951830961342786|pensar|FW|OTHER|0|1
pensaré|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pensaré|NN|NOUN|0|1
pensent|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pensent|JJ|ADJ|0|1
penser|1|0.0003291639236339697|11.568906154502084|11.568906154502084|penser|VBP|VERB|0|1
pensive|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pensiv|JJ|ADJ|0|1
pensé|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pensé|NN|NOUN|0|1
pent|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pent|JJ|ADJ|0|1
pentecost|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pentecost|NN|NOUN|0|1
penthouse|7|0.002304147465437788|8.761551232444479|61.330858627111354|penthous|NN|NOUN|0|1
people|644|0.10072416063199473|3.3115183118094316|1013.3246034136861|peopl|NNS|NOUN|0|1
peoplell|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peoplel|NN|NOUN|0|1
peoples|16|0.0032916392363396972|8.24697805961472|82.4697805961472|peopl|JJ|ADJ|0|1
pep|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pep|JJ|ADJ|0|1
pepe|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pepe|NN|NOUN|0|1
pepepeter|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pepepet|RB|ADV|0|1
pepper|4|0.0013166556945358788|9.568906154502084|38.27562461800834|pepper|NN|NOUN|0|1
pepperoni|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pepperoni|NN|NOUN|0|1
peppers|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pepper|NNS|NOUN|0|1
pepsi|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pepsi|NN|NOUN|0|1
per|4|0.0009874917709019092|9.983943653780928|29.951830961342786|per|IN|OTHER|1|1
perc|8|0.0019749835418038184|8.983943653780928|53.90366192268557|perc|NN|NOUN|0|1
percaya|2|0.0003291639236339697|11.568906154502084|11.568906154502084|percaya|NN|NOUN|0|1
percayalah|6|0.0003291639236339697|11.568906154502084|11.568906154502084|percayalah|NN|NOUN|0|1
percent|11|0.0026333113890717576|8.568906154502084|68.55124923601667|percent|NN|NOUN|0|1
percentage|4|0.0013166556945358788|9.568906154502084|38.27562461800834|percentag|NN|NOUN|0|1
percents|1|0.0003291639236339697|11.568906154502084|11.568906154502084|percent|NNS|NOUN|0|1
perception|2|0.0006583278472679394|10.568906154502084|21.13781230900417|percept|NN|NOUN|0|1
perched|3|0.0006583278472679394|10.568906154502084|21.13781230900417|perch|VBN|VERB|0|1
perché|2|0.0003291639236339697|11.568906154502084|11.568906154502084|perché|NN|NOUN|0|1
percoces|1|0.0003291639236339697|11.568906154502084|11.568906154502084|percoc|VBP|VERB|0|1
percocet|3|0.0009874917709019092|9.983943653780928|29.951830961342786|percocet|NN|NOUN|0|1
percocets|3|0.0009874917709019092|9.983943653780928|29.951830961342786|percocet|NNS|NOUN|0|1
percs|4|0.0006583278472679394|10.568906154502084|21.13781230900417|perc|VBP|VERB|0|1
percussioner|1|0.0003291639236339697|11.568906154502084|11.568906154502084|percussion|NN|NOUN|0|1
perder|4|0.0009874917709019092|9.983943653780928|29.951830961342786|perder|FW|OTHER|0|1
perdonar|4|0.0006583278472679394|10.568906154502084|21.13781230900417|perdonar|NN|NOUN|0|1
perdonarte|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perdonart|NN|NOUN|0|1
perdones|2|0.0003291639236339697|11.568906154502084|11.568906154502084|perdon|VBZ|VERB|0|1
perdus|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perdu|FW|OTHER|0|1
peregrino|2|0.0003291639236339697|11.568906154502084|11.568906154502084|peregrino|NN|NOUN|0|1
perf|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perf|JJ|ADJ|0|1
perfect|283|0.05727452271231073|4.125962658653355|717.9175026056838|perfect|JJ|ADJ|0|1
perfected|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perfect|VBN|VERB|0|1
perfectin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perfectin|NN|NOUN|0|1
perfecting|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perfect|VBG|VERB|0|1
perfection|23|0.005924950625411455|7.398981153059771|133.18166075507588|perfect|NN|NOUN|0|1
perfectionist|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perfectionist|NN|NOUN|0|1
perfectly|31|0.0065832784726793945|7.2469780596147215|144.93956119229443|perfectli|RB|ADV|0|1
perform|12|0.003620803159973667|8.109474535864786|89.20421989451265|perform|VB|VERB|0|1
performance|7|0.0013166556945358788|9.568906154502084|38.27562461800834|perform|NN|NOUN|0|1
performances|3|0.0009874917709019092|9.983943653780928|29.951830961342786|perform|NNS|NOUN|0|1
performed|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perform|VBN|VERB|0|1
performers|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perform|NNS|NOUN|0|1
performing|5|0.0016458196181698486|9.24697805961472|46.2348902980736|perform|VBG|VERB|0|1
perfume|14|0.004608294930875576|7.7615512324444795|108.66171725422271|perfum|NN|NOUN|0|1
pergi|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pergi|NN|NOUN|0|1
perhaps|5|0.0016458196181698486|9.24697805961472|46.2348902980736|perhap|RB|ADV|1|1
perignon|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perignon|NN|NOUN|0|1
perilous|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peril|JJ|ADJ|0|1
period|12|0.0032916392363396972|8.24697805961472|82.4697805961472|period|NN|NOUN|0|1
periódico|1|0.0003291639236339697|11.568906154502084|11.568906154502084|periódico|NN|NOUN|0|1
perkd|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perkd|VBZ|VERB|0|1
perks|3|0.0009874917709019092|9.983943653780928|29.951830961342786|perk|NNS|NOUN|0|1
perky|3|0.0009874917709019092|9.983943653780928|29.951830961342786|perki|RB|ADV|0|1
perla|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perla|NNS|NOUN|0|1
perlahan|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perlahan|NN|NOUN|0|1
perm|9|0.0026333113890717576|8.568906154502084|68.55124923601667|perm|NN|NOUN|0|1
permanent|27|0.004279131007241606|7.8684664363609915|102.2900636726929|perman|JJ|ADJ|0|1
permeate|1|0.0003291639236339697|11.568906154502084|11.568906154502084|permeat|NN|NOUN|0|1
permettra|3|0.0003291639236339697|11.568906154502084|11.568906154502084|permettra|JJ|ADJ|0|1
perminator|1|0.0003291639236339697|11.568906154502084|11.568906154502084|permin|NN|NOUN|0|1
permission|13|0.003949967083607637|7.983943653780927|95.80732384537113|permiss|NN|NOUN|0|1
permit|2|0.0003291639236339697|11.568906154502084|11.568906154502084|permit|NN|NOUN|0|1
pernah|3|0.0003291639236339697|11.568906154502084|11.568906154502084|pernah|NN|NOUN|0|1
pero|30|0.003620803159973667|8.109474535864786|89.20421989451265|pero|NN|NOUN|0|1
perpendicular|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perpendicular|JJ|ADJ|0|1
perplexin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perplexin|IN|OTHER|0|1
perri|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perri|NN|NOUN|0|1
perro|3|0.0009874917709019092|9.983943653780928|29.951830961342786|perro|NN|NOUN|0|1
perry|14|0.0026333113890717576|8.568906154502084|68.55124923601667|perri|NN|NOUN|0|1
perrys|1|0.0003291639236339697|11.568906154502084|11.568906154502084|perri|JJ|ADJ|0|1
persevere|2|0.0003291639236339697|11.568906154502084|11.568906154502084|persever|RB|ADV|0|1
persia|1|0.0003291639236339697|11.568906154502084|11.568906154502084|persia|NN|NOUN|0|1
persian|2|0.0006583278472679394|10.568906154502084|21.13781230900417|persian|JJ|ADJ|0|1
persist|2|0.0006583278472679394|10.568906154502084|21.13781230900417|persist|NN|NOUN|0|1
persistence|1|0.0003291639236339697|11.568906154502084|11.568906154502084|persist|NN|NOUN|0|1
persistent|1|0.0003291639236339697|11.568906154502084|11.568906154502084|persist|JJ|ADJ|0|1
person|77|0.015799868334430547|5.983943653780927|287.2292953814845|person|NN|NOUN|0|1
persona|3|0.0009874917709019092|9.983943653780928|29.951830961342786|persona|NN|NOUN|0|1
personal|25|0.007899934167215274|6.983943653780927|167.61464769074226|person|JJ|ADJ|0|1
personalities|1|0.0003291639236339697|11.568906154502084|11.568906154502084|person|NNS|NOUN|0|1
personality|3|0.0009874917709019092|9.983943653780928|29.951830961342786|person|NN|NOUN|0|1
personally|9|0.0029624753127057276|8.39898115305977|75.59083037753793|person|RB|ADV|0|1
personified|1|0.0003291639236339697|11.568906154502084|11.568906154502084|personifi|JJ|ADJ|0|1
persons|1|0.0003291639236339697|11.568906154502084|11.568906154502084|person|NN|NOUN|0|1
perspective|11|0.003620803159973667|8.109474535864786|89.20421989451265|perspect|NN|NOUN|0|1
persuade|1|0.0003291639236339697|11.568906154502084|11.568906154502084|persuad|IN|OTHER|0|1
persuasion|8|0.0016458196181698486|9.24697805961472|46.2348902980736|persuas|NN|NOUN|0|1
persuasions|5|0.0003291639236339697|11.568906154502084|11.568906154502084|persuas|NNS|NOUN|0|1
persuasive|2|0.0006583278472679394|10.568906154502084|21.13781230900417|persuas|JJ|ADJ|0|1
perth|2|0.0006583278472679394|10.568906154502084|21.13781230900417|perth|NN|NOUN|0|1
peru|1|0.0003291639236339697|11.568906154502084|11.568906154502084|peru|VB|VERB|0|1
perverted|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pervert|VBD|VERB|0|1
pesadelos|1|0.0003291639236339697|11.568906154502084|11.568906154502084|pesadelo|NN|NOUN|0|1
pesci|2|0.0006583278472679394|10.568906154502084|21.13781230900417|pesci|NN|NOUN|0|1
